Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Most_Listened_To_Song,Curse_Words_Per_Day,Starbucks_Visits_Per_Week,Party,Facebook_Friends,Avg_Drinks_Per_Day
118.54,77.19,Ed_Sheeran-Perfect,60.68,1.7,Federalists,252,0.01
121.52,79.35,Mozart-Die_Zauberflote,62.23,3.01,Know_It_Alls,434,0
118.01,86.51,Rage_Against_The_Machine-Testify,63.21,9.98,Know_Somethings,372,0.5
119.49,81.62,Ed_Sheeran-Perfect,61.44,7.36,Know_Somethings,309,0.03
120.05,82.9,Camila_Cabello-Havana,59.15,0.43,Federalists,280,0.02
115.87,77.42,Drake-Gods_Plan,57.94,5.9,Know_It_Alls,226,0.11
115.63,77.81,Drake-Gods_Plan,58.7,8.37,Know_It_Alls,373,0.07
115.02,81.05,Rage_Against_The_Machine-Testify,60.48,9.81,Know_Somethings,255,0.17
115.46,79.82,Camila_Cabello-Havana,56.4,0.64,Federalists,287,0
119.99,78.25,Camila_Cabello-Havana,58.09,0.45,Federalists,372,0.08
125.23,78.24,ACDC-ThunderStruck,63.42,0.49,Federalists,233,0.53
118.07,83.39,Drake-Gods_Plan,60.63,2.61,Federalists,552,0.03
117.53,81.23,Drake-Gods_Plan,62.74,4.11,Know_Somethings,320,0.06
117.51,77.71,Drake-Gods_Plan,60.34,24.02,Know_Nothings,410,0.05
117.5,77.68,Drake-Gods_Plan,61.41,4.88,Know_It_Alls,338,0.01
115.72,77.28,Camila_Cabello-Havana,59.54,3.92,Know_It_Alls,303,0.07
119.1,76.04,Drake-Gods_Plan,62.02,18.5,Know_It_Alls,226,0.02
120.23,78.03,Ed_Sheeran-Perfect,64.28,5.69,Know_Somethings,263,0.03
124.21,78.57,Other,64.03,8.15,Know_Nothings,263,0.1
120.46,76.43,Ed_Sheeran-Perfect,61.7,4.58,Know_It_Alls,419,0.03
122.44,81.31,Rage_Against_The_Machine-Testify,63.89,6.33,Know_Somethings,375,0.11
132.56,81.61,Rage_Against_The_Machine-Testify,68.17,0.27,Know_Somethings,228,0.15
123.85,80.36,Ed_Sheeran-Perfect,62.52,11.01,Know_It_Alls,289,0.1
123.97,84.86,Drake-Gods_Plan,61.71,4.33,Federalists,484,0.16
115.51,82.5,Rage_Against_The_Machine-Testify,60.95,1.47,Know_Somethings,479,0.01
116.23,84.62,Camila_Cabello-Havana,60.25,0.47,Federalists,453,0.2
118.5,79.95,Drake-Gods_Plan,58.78,2.14,Federalists,430,0.04
125.38,79.37,Rage_Against_The_Machine-Testify,63.59,10.67,Know_Somethings,252,0.14
120.48,76.48,Camila_Cabello-Havana,63.01,1.13,Federalists,368,0.06
120.71,78.36,ACDC-ThunderStruck,61.75,0.3,Federalists,151,0.05
118.1,80.94,Ed_Sheeran-Perfect,62.23,4.81,Know_Somethings,285,0.11
116.75,83.55,Camila_Cabello-Havana,58.72,0.07,Federalists,298,0.03
123.22,79,Rage_Against_The_Machine-Testify,60.75,4.76,Know_Somethings,432,0.01
131.73,79.13,Ed_Sheeran-Perfect,66.33,1.58,Federalists,269,0.04
120.53,79.21,Other,63.26,5.1,Know_Nothings,395,0.29
116.66,79.42,Mozart-Die_Zauberflote,60.85,2.64,Know_It_Alls,519,0.2
117,80.27,Camila_Cabello-Havana,57.73,10.44,Know_It_Alls,358,0.04
122.3,79.18,Rage_Against_The_Machine-Testify,61.12,5.23,Know_Somethings,314,0.06
118.48,81.34,Camila_Cabello-Havana,61.55,1.77,Federalists,230,0.06
118.93,75.7,ACDC-ThunderStruck,58.72,9.56,Federalists,171,0.01
117.17,78.98,Camila_Cabello-Havana,61.06,6.34,Know_Somethings,334,0.52
116.24,77.31,Drake-Gods_Plan,54.04,1.18,Federalists,226,0.01
127.11,78.48,Camila_Cabello-Havana,67.57,0.16,Federalists,298,0.03
122.47,79.27,Mozart-Die_Zauberflote,64.3,11.71,Know_It_Alls,335,0.01
124.39,82.17,Mozart-Die_Zauberflote,68.19,3.62,Know_It_Alls,440,0.27
118.45,80.33,Other,62.38,4.82,Know_Nothings,448,0.03
120.27,83.11,Rage_Against_The_Machine-Testify,55.48,9.89,Know_Somethings,149,0.32
119.93,76.59,Ed_Sheeran-Perfect,61.32,0.58,Federalists,343,0.02
118.75,79.69,Drake-Gods_Plan,60.45,3.83,Know_Somethings,242,0.23
115.38,77.59,Ed_Sheeran-Perfect,55.79,0.16,Federalists,383,0.12
123.93,77.16,Camila_Cabello-Havana,63.64,3.28,Know_Somethings,344,0.21
118.5,81.72,Camila_Cabello-Havana,61.46,4.73,Know_Somethings,299,0.01
114.32,82.31,Camila_Cabello-Havana,58.71,3.67,Know_Somethings,452,0.12
122.58,77.02,Drake-Gods_Plan,60.52,13.2,Know_It_Alls,288,0.25
119.47,77.44,ACDC-ThunderStruck,64.63,0.96,Federalists,269,0.05
121.46,80.34,Drake-Gods_Plan,58.63,3.3,Know_Somethings,337,0.09
120.77,77.05,Other,64.72,7.45,Know_Nothings,326,0.13
120.69,75.75,Rage_Against_The_Machine-Testify,61.92,10.69,Know_Somethings,272,0.07
119.03,78.53,Mozart-Die_Zauberflote,62.41,2.52,Know_It_Alls,232,0.01
122.68,83.13,ACDC-ThunderStruck,62.77,22.23,Federalists,329,0.12
122.72,83.52,Other,62.41,0.53,Know_Nothings,430,0.02
119.4,78.56,Mozart-Die_Zauberflote,61.53,1.67,Know_It_Alls,110,0.05
117.22,85.13,ACDC-ThunderStruck,59.41,24.75,Federalists,528,0.14
118.07,80.13,Other,59.82,5.26,Know_Nothings,271,0.01
120.8,84.67,Drake-Gods_Plan,58.58,43.07,Know_Nothings,111,0.21
120.13,76.7,Ed_Sheeran-Perfect,64.35,13.54,Know_It_Alls,360,0.11
117.16,78.57,Camila_Cabello-Havana,57.71,4.75,Know_It_Alls,278,0.04
122.63,82.8,Drake-Gods_Plan,57.44,0.33,Federalists,318,0.08
118.74,77.72,Drake-Gods_Plan,60.45,15.31,Know_It_Alls,422,0.06
115.72,80.08,Camila_Cabello-Havana,61.45,4.87,Know_Somethings,358,0.21
121.05,79.31,Camila_Cabello-Havana,64.46,3.09,Know_Somethings,312,0.01
119.29,79.07,Camila_Cabello-Havana,61.67,13.64,Know_It_Alls,395,0.03
115.35,82.26,Rage_Against_The_Machine-Testify,59.76,0.67,Know_Somethings,317,0.12
114.88,81.76,Ed_Sheeran-Perfect,58.57,3.47,Know_Somethings,293,0.04
121.56,80.06,Drake-Gods_Plan,63.69,3.22,Know_Somethings,330,0.01
120.67,82.23,Drake-Gods_Plan,61.48,2.64,Federalists,349,0.11
121.76,81.65,ACDC-ThunderStruck,61.15,3.06,Federalists,160,0.01
115.45,77.55,Drake-Gods_Plan,57.71,1.03,Federalists,236,0.31
130.05,78.88,Rage_Against_The_Machine-Testify,66.55,3.63,Know_Somethings,517,0.03
123.27,85.36,Drake-Gods_Plan,64.54,23.54,Know_Nothings,231,0.46
118.45,82.39,Camila_Cabello-Havana,60.21,19.19,Know_It_Alls,378,0.11
117.69,76.9,Mozart-Die_Zauberflote,59.06,0.22,Know_It_Alls,576,0.06
116.18,79.39,Ed_Sheeran-Perfect,57.01,7.89,Know_It_Alls,512,0.22
118.35,78.74,Other,59.05,7.15,Know_Nothings,428,0.04
122.61,79.11,ACDC-ThunderStruck,60.74,10.99,Federalists,287,0.04
125.13,85.33,Drake-Gods_Plan,68.09,17.31,Know_It_Alls,357,0.28
114.75,77.14,Mozart-Die_Zauberflote,57.05,1.01,Know_It_Alls,324,0.15
120.33,77.55,Ed_Sheeran-Perfect,58.82,12.39,Know_It_Alls,284,0.07
117.97,88.31,Drake-Gods_Plan,62.26,4.94,Know_Nothings,380,0.01
124.06,81.21,Ed_Sheeran-Perfect,62.97,2.99,Know_Nothings,235,0.1
121.19,78.58,Ed_Sheeran-Perfect,62.23,5.41,Know_Somethings,302,0.02
116.79,76.65,Camila_Cabello-Havana,59.45,0.49,Federalists,462,0.19
122.71,81.48,Rage_Against_The_Machine-Testify,60.3,7.01,Know_Somethings,431,0.2
116.61,76.21,Drake-Gods_Plan,63.23,8.84,Know_It_Alls,268,0.1
120.04,79.24,Drake-Gods_Plan,58.66,1.8,Federalists,283,0.28
119.45,82.09,Camila_Cabello-Havana,63.53,0.23,Federalists,268,0.15
125.57,78.68,Mozart-Die_Zauberflote,62.93,3.89,Know_It_Alls,188,0.01
116.12,83.57,Other,57.27,12.79,Know_Nothings,443,0.05
117.07,82.49,ACDC-ThunderStruck,59.76,6.49,Federalists,399,0.07
120.92,76.97,Other,60.79,2.5,Know_Nothings,433,0.01
118.99,75.71,Rage_Against_The_Machine-Testify,63.49,13.27,Know_Somethings,238,0.07
121.13,81.52,Other,61.9,24.85,Know_Nothings,487,0.04
116.55,80.51,Ed_Sheeran-Perfect,58.03,13.91,Know_It_Alls,469,0.17
118.05,76.9,Camila_Cabello-Havana,59.3,2.75,Federalists,408,0.07
124.2,77.49,Ed_Sheeran-Perfect,60.96,0.27,Federalists,406,0.11
122.04,81.35,Ed_Sheeran-Perfect,61.04,2.57,Federalists,165,0.23
118.5,78.03,Drake-Gods_Plan,59.12,2.65,Federalists,254,0.08
119.15,78.83,Drake-Gods_Plan,58.75,8.19,Know_Somethings,565,0.04
124.02,78.44,ACDC-ThunderStruck,61.77,18.76,Federalists,217,0.14
120.87,80.11,Ed_Sheeran-Perfect,60.32,13.62,Know_It_Alls,261,0.03
120.78,79.91,Rage_Against_The_Machine-Testify,62.37,10.82,Know_Somethings,229,0.01
127.44,82.14,Camila_Cabello-Havana,64.22,5.61,Federalists,368,0.16
120.72,79.04,Ed_Sheeran-Perfect,62.1,1.61,Federalists,268,0.28
116.58,76.79,Rage_Against_The_Machine-Testify,60.65,5.56,Know_Somethings,408,0.05
121.31,76.67,Other,60.81,10.9,Know_Nothings,209,0
125.31,79.17,ACDC-ThunderStruck,65.81,8.08,Federalists,240,0.1
121.85,79.05,Drake-Gods_Plan,60.77,9.05,Know_It_Alls,462,0.08
119.95,75.41,Drake-Gods_Plan,63.51,2.08,Federalists,309,0
129.48,80.8,Drake-Gods_Plan,65.97,6.66,Know_Nothings,357,0.06
118.44,79.26,ACDC-ThunderStruck,59.47,7.14,Federalists,317,0.15
118.55,80.17,Drake-Gods_Plan,59.38,3.45,Know_Somethings,256,0.09
117.99,77.91,Rage_Against_The_Machine-Testify,59.5,4.91,Know_Somethings,440,0.02
120.55,84.82,Drake-Gods_Plan,59.91,2.54,Federalists,247,0.21
120.01,79.86,Camila_Cabello-Havana,60.91,0.32,Federalists,437,0
116.7,78.59,Rage_Against_The_Machine-Testify,62.28,3.38,Know_Somethings,420,0.14
119.13,80.34,Other,59.41,0.04,Know_Nothings,461,0.15
117.72,74.86,Ed_Sheeran-Perfect,59.77,8.94,Know_It_Alls,113,0.24
119.54,84.51,Other,57.36,5.64,Know_Nothings,240,0.02
116.8,78.96,Rage_Against_The_Machine-Testify,61.98,19.24,Know_Somethings,366,0.01
117.33,79.06,Rage_Against_The_Machine-Testify,56.88,2.11,Know_Somethings,355,0.1
121.15,78.47,Ed_Sheeran-Perfect,57.88,0.78,Federalists,457,0.32
119.7,76.84,Rage_Against_The_Machine-Testify,60.31,18.33,Know_Somethings,266,0.09
116.9,75.09,Camila_Cabello-Havana,57.66,10,Know_It_Alls,352,0.09
125.7,77.7,Ed_Sheeran-Perfect,62.42,0.76,Federalists,238,0.14
133.05,81,Ed_Sheeran-Perfect,65.67,6.27,Federalists,246,0.04
121.47,82.28,Drake-Gods_Plan,59.81,7.79,Know_Nothings,494,0
117.12,85.45,Camila_Cabello-Havana,58.22,17.75,Know_It_Alls,390,0.01
124.69,80.17,Other,65.63,0.1,Know_Nothings,267,0.01
114.73,80.29,Rage_Against_The_Machine-Testify,60.71,4.91,Know_Somethings,384,0.06
119.94,75.89,Rage_Against_The_Machine-Testify,59.39,6.22,Know_Somethings,214,0.12
124.24,75.29,Ed_Sheeran-Perfect,65.96,2.08,Federalists,204,0.15
121.44,79.01,Rage_Against_The_Machine-Testify,61.82,5.48,Know_Somethings,363,0.16
121.87,76.19,Mozart-Die_Zauberflote,59.24,10.41,Know_It_Alls,402,0.08
119.49,79.37,Drake-Gods_Plan,61.54,1.73,Federalists,257,0.09
120.67,77.44,Camila_Cabello-Havana,64.79,2.15,Federalists,398,0.01
119.15,77.01,Drake-Gods_Plan,62.41,12.19,Know_It_Alls,376,0.02
121.87,80.31,Drake-Gods_Plan,60.37,4.46,Know_Somethings,462,0.11
121.05,75.26,Ed_Sheeran-Perfect,65.22,1.52,Federalists,549,0.02
115.29,76.98,Mozart-Die_Zauberflote,61.29,8.73,Know_It_Alls,241,0.07
115.59,82.06,Ed_Sheeran-Perfect,53.21,9.92,Know_It_Alls,345,0.08
118.51,80.82,Ed_Sheeran-Perfect,60.86,3.82,Know_Somethings,233,0.02
118.71,80.1,Rage_Against_The_Machine-Testify,60.28,20.01,Know_Somethings,369,0.02
123.68,76.96,Ed_Sheeran-Perfect,64.1,3.02,Know_Somethings,365,0.04
120.21,80.19,ACDC-ThunderStruck,63.27,7.63,Federalists,313,0.07
121.21,79.97,Camila_Cabello-Havana,59.84,6.4,Know_Somethings,410,0.06
120.65,80.9,Other,60.74,6.08,Know_Nothings,342,0.15
114.17,92.52,Camila_Cabello-Havana,60.64,19.89,Know_It_Alls,310,0.07
117.58,77.31,Drake-Gods_Plan,62.47,4.52,Know_It_Alls,317,0.01
124.03,83.91,Camila_Cabello-Havana,63.28,0.36,Federalists,299,0.04
118.68,81.49,Camila_Cabello-Havana,60.44,11.25,Know_It_Alls,302,0.13
121.01,84.6,Camila_Cabello-Havana,61.41,4.26,Know_Nothings,343,0.07
122.23,83.46,Rage_Against_The_Machine-Testify,61.04,13.22,Know_Somethings,321,0.05
117.95,86.78,Rage_Against_The_Machine-Testify,59.86,6.59,Know_Somethings,288,0.06
124.11,78.55,Rage_Against_The_Machine-Testify,61.36,4.97,Know_Somethings,415,0.03
119.8,79.27,Drake-Gods_Plan,58.41,0.07,Federalists,306,0
116.08,77.96,Ed_Sheeran-Perfect,57.22,17.7,Know_It_Alls,452,0.01
121.3,77.3,ACDC-ThunderStruck,62.92,2.84,Federalists,382,0.19
130.97,80.83,Rage_Against_The_Machine-Testify,68.05,0.34,Know_Somethings,320,0.21
118.1,77.99,Camila_Cabello-Havana,58.56,3.3,Know_It_Alls,383,0.02
122.46,79.88,Drake-Gods_Plan,60.75,21.72,Know_Nothings,276,0.06
123.76,85.37,Drake-Gods_Plan,63.09,5.7,Federalists,433,0.07
126.1,80.18,Drake-Gods_Plan,63.65,2.98,Know_Nothings,355,0.07
115.61,79.51,Camila_Cabello-Havana,57.75,1.63,Federalists,216,0.05
117.53,82.25,Ed_Sheeran-Perfect,58.24,2.39,Federalists,257,0.38
123.59,78.94,Camila_Cabello-Havana,63.61,15.4,Know_It_Alls,301,0.04
118.91,76.2,Ed_Sheeran-Perfect,60.36,4.54,Know_It_Alls,347,0.08
118.4,77.71,ACDC-ThunderStruck,58.76,8.92,Federalists,313,0.06
120.95,75.94,Drake-Gods_Plan,58.6,4.43,Know_It_Alls,562,0.07
118.52,77.07,Ed_Sheeran-Perfect,57.69,20.12,Know_It_Alls,350,0.12
116.88,77.62,Camila_Cabello-Havana,59.55,0.32,Federalists,312,0.03
119.04,81.46,Rage_Against_The_Machine-Testify,60.01,29.97,Know_Somethings,386,0.11
119.55,76.68,Camila_Cabello-Havana,60.87,2.47,Federalists,415,0.06
117.77,83.09,Drake-Gods_Plan,59.53,2.92,Federalists,148,0.4
117.96,79.84,Ed_Sheeran-Perfect,57.38,5.9,Know_Somethings,347,0.08
118.64,78.79,Camila_Cabello-Havana,61.1,5.32,Know_Somethings,404,0.15
117.02,79.13,Ed_Sheeran-Perfect,58.47,3.82,Know_Somethings,319,0.06
118.54,81.13,Drake-Gods_Plan,66.94,7.35,Know_Somethings,470,0.01
117.77,79.97,Drake-Gods_Plan,57.42,0.52,Federalists,340,0.02
118.67,79.33,Camila_Cabello-Havana,62.73,4.91,Know_Somethings,443,0.01
116.42,84.41,Rage_Against_The_Machine-Testify,62.25,0.72,Know_Somethings,381,0
120.72,77.22,Drake-Gods_Plan,55.37,3.76,Know_Somethings,289,0.03
118.93,78.39,Other,59.54,3.15,Know_Nothings,462,0.3
117.67,77.98,ACDC-ThunderStruck,60.1,5.48,Federalists,427,0.06
115.87,85.29,Other,62.13,0.42,Know_Nothings,373,0.15
116.84,83.3,Camila_Cabello-Havana,61.77,4.43,Know_Somethings,270,0.03
119.23,77.24,Camila_Cabello-Havana,63.29,2.3,Federalists,437,0.06
115.47,77.7,Ed_Sheeran-Perfect,59.67,11.04,Know_It_Alls,261,0.13
121,80.69,Rage_Against_The_Machine-Testify,62.6,2.96,Know_Somethings,358,0.05
120.35,78.38,Drake-Gods_Plan,57.07,5.08,Know_Somethings,198,0.12
121.57,83.57,Camila_Cabello-Havana,63.19,2.24,Federalists,509,0.2
121.7,83.73,Camila_Cabello-Havana,61.18,0.09,Federalists,304,0.03
115.11,77.94,Drake-Gods_Plan,59.17,0.04,Federalists,478,0.21
122.88,79.39,ACDC-ThunderStruck,63.53,1.72,Federalists,181,0.01
120.71,80.41,ACDC-ThunderStruck,62.02,7.5,Federalists,598,0.1
123.22,80.43,Camila_Cabello-Havana,59.81,5.02,Know_Nothings,212,0
117.12,84.42,Other,58.08,9.13,Know_Nothings,448,0.09
119.31,79.64,Other,61.94,2.9,Know_Nothings,138,0.16
128.8,78.83,Camila_Cabello-Havana,64.84,5.68,Know_Nothings,512,0.1
118.88,78.17,Ed_Sheeran-Perfect,61.19,4.95,Know_Somethings,416,0.01
119.99,77.75,Ed_Sheeran-Perfect,62.2,2.44,Federalists,343,0.2
118.76,85.22,Rage_Against_The_Machine-Testify,61.26,16.17,Know_Somethings,127,0.08
115.45,82.98,Drake-Gods_Plan,59.9,4.99,Know_Somethings,373,0.06
116.38,78.61,Ed_Sheeran-Perfect,56.28,16.45,Know_It_Alls,511,0.05
115.76,79.06,Camila_Cabello-Havana,57.77,3.28,Know_It_Alls,271,0.03
118.28,82.12,Ed_Sheeran-Perfect,58.93,10.34,Know_It_Alls,384,0.04
119.16,80.66,Rage_Against_The_Machine-Testify,58.57,0.79,Know_Somethings,393,0.02
113.73,88.28,Drake-Gods_Plan,59.98,4.43,Know_Nothings,469,0.17
118.54,79.65,Drake-Gods_Plan,61.02,8.23,Know_Somethings,244,0.11
118.85,78,Other,63.84,19.48,Know_Nothings,312,0.06
120.61,78.75,Drake-Gods_Plan,64.63,3.76,Know_Somethings,480,0.03
117.39,83.79,Camila_Cabello-Havana,60.5,5.12,Know_Somethings,339,0
121.13,80.37,ACDC-ThunderStruck,61.55,9.52,Federalists,281,0.17
127.26,82.4,Drake-Gods_Plan,67.51,5.99,Federalists,308,0.02
120.66,75.98,Ed_Sheeran-Perfect,60.05,14.67,Know_It_Alls,351,0.12
118.35,76.98,Mozart-Die_Zauberflote,58.99,9.37,Know_It_Alls,209,0.03
115.12,82.4,ACDC-ThunderStruck,57.51,9.47,Federalists,317,0.19
121.18,76.36,Drake-Gods_Plan,64.05,10.48,Know_It_Alls,172,0.15
115.97,77.51,Rage_Against_The_Machine-Testify,62.84,9.42,Know_Somethings,331,0.05
121.22,81.03,Ed_Sheeran-Perfect,63.22,0.36,Federalists,310,0.02
120.71,82.4,Other,58.04,4.89,Know_Nothings,315,0.07
116,81.67,Ed_Sheeran-Perfect,60.76,0.1,Federalists,383,0.01
117.8,85,ACDC-ThunderStruck,60.29,2.64,Federalists,431,0.17
121.84,77.13,Ed_Sheeran-Perfect,62.71,2.77,Federalists,307,0.2
124.33,82.2,Rage_Against_The_Machine-Testify,62.82,6.76,Know_Somethings,274,0.07
124.77,77.31,Drake-Gods_Plan,63.07,0.39,Federalists,353,0.08
124.56,77.05,ACDC-ThunderStruck,64.26,3.9,Federalists,525,0.27
115.18,83.09,Rage_Against_The_Machine-Testify,58.8,5.04,Know_Somethings,468,0.01
116.99,79,ACDC-ThunderStruck,59.48,3.78,Federalists,417,0.27
118.83,82.34,Camila_Cabello-Havana,56.92,3.82,Know_Somethings,379,0.07
123.86,81.93,ACDC-ThunderStruck,61.13,17.03,Federalists,46,0.07
119.46,78.38,Rage_Against_The_Machine-Testify,56.75,8.25,Know_Somethings,404,0.02
125.93,80.32,Rage_Against_The_Machine-Testify,66.08,0.03,Know_Somethings,327,0.3
120.4,77.06,ACDC-ThunderStruck,60.59,8.96,Federalists,351,0.18
118.96,81.03,Rage_Against_The_Machine-Testify,62.39,5.51,Know_Somethings,442,0.03
118.05,78.01,Ed_Sheeran-Perfect,57.99,2.95,Know_It_Alls,271,0.08
116.65,82.25,Other,58.39,3.94,Know_Nothings,193,0.16
122.21,78.63,Camila_Cabello-Havana,60.41,5.06,Know_Somethings,203,0.17
117.27,78.19,Rage_Against_The_Machine-Testify,62.89,0.47,Know_Somethings,314,0.05
116.7,81.13,Rage_Against_The_Machine-Testify,56.84,17.98,Know_Somethings,145,0.06
118.07,77.26,Drake-Gods_Plan,58.39,11.88,Know_It_Alls,372,0.24
114.55,76.51,ACDC-ThunderStruck,56.37,7.77,Federalists,502,0.11
124.23,78.76,Drake-Gods_Plan,62.94,24.75,Know_Nothings,266,0.06
119.58,78.31,Other,58.62,8.14,Know_Nothings,260,0.07
117.23,86.13,Drake-Gods_Plan,58.87,9.17,Know_It_Alls,277,0.13
125.79,81.31,ACDC-ThunderStruck,66.07,0.06,Federalists,429,0.03
119.07,80.54,Camila_Cabello-Havana,60.01,4.28,Know_Somethings,210,0.02
123.09,80.07,Drake-Gods_Plan,61.74,6.61,Know_Nothings,307,0.02
118.98,83.03,Drake-Gods_Plan,60.05,5.99,Know_Nothings,422,0.02
118.9,80.45,Rage_Against_The_Machine-Testify,58.6,2.95,Know_Somethings,322,0.06
121.36,81.08,Drake-Gods_Plan,63.43,2.44,Federalists,441,0.13
120.96,77.14,Ed_Sheeran-Perfect,64.39,0.44,Federalists,354,0.05
116.39,77.53,Camila_Cabello-Havana,58.16,2,Federalists,354,0.1
128.27,76.33,Camila_Cabello-Havana,66.49,0.17,Federalists,332,0.02
118.57,80.64,Mozart-Die_Zauberflote,57.88,6.97,Know_It_Alls,440,0.11
117.19,75.42,Drake-Gods_Plan,58.42,6.67,Know_It_Alls,446,0
122.28,77.41,Camila_Cabello-Havana,62.49,6.75,Know_Somethings,268,0.12
122.67,78.84,Drake-Gods_Plan,68.96,5.72,Know_Somethings,426,0.03
120.14,78.44,ACDC-ThunderStruck,64.22,0.91,Federalists,426,0.04
118.75,76.34,Camila_Cabello-Havana,63.38,12.84,Know_It_Alls,420,0.04
127.72,77.34,ACDC-ThunderStruck,64.59,2.74,Federalists,268,0.08
121.44,87.06,Rage_Against_The_Machine-Testify,60.68,1.03,Know_Somethings,247,0.09
121.6,79.74,Ed_Sheeran-Perfect,64.18,8.7,Know_Somethings,311,0.03
126.22,74.75,Other,67.49,7.99,Know_Nothings,273,0.07
124.17,81.21,Ed_Sheeran-Perfect,62.95,16.13,Know_It_Alls,475,0.09
123.93,78.58,Other,63.69,2.74,Know_Nothings,274,0.02
118.51,80,Drake-Gods_Plan,62.2,1.01,Federalists,334,0.04
121.55,82.64,Ed_Sheeran-Perfect,61.71,9.11,Know_It_Alls,348,0.01
122.55,76.58,Camila_Cabello-Havana,61.97,1.25,Federalists,277,0.07
120.9,75.95,Other,61.17,2.27,Know_Nothings,409,0.13
116.37,86.54,Mozart-Die_Zauberflote,61.35,2.98,Know_It_Alls,563,0.06
118.96,80.68,Camila_Cabello-Havana,61.14,5.32,Know_Somethings,295,0.01
122.07,81.88,Ed_Sheeran-Perfect,65.08,8.01,Know_Nothings,352,0.11
120.23,81.87,Mozart-Die_Zauberflote,59.86,1.43,Know_It_Alls,349,0.03
126.45,77.58,Ed_Sheeran-Perfect,62,0.96,Federalists,297,0.09
116.32,77.6,Drake-Gods_Plan,59.77,4.4,Know_It_Alls,343,0.02
116.34,79.92,Camila_Cabello-Havana,58.02,0.8,Federalists,370,0.11
120.95,79.62,Ed_Sheeran-Perfect,61.38,1.53,Federalists,241,0.05
119.14,77.8,Camila_Cabello-Havana,58.59,30.05,Know_Nothings,275,0.07
123.52,80.64,Other,62.95,8.12,Know_Nothings,131,0.1
121.67,87.16,Mozart-Die_Zauberflote,62.69,13.07,Know_It_Alls,173,0.06
120.83,75.82,Drake-Gods_Plan,61.37,1.08,Federalists,286,0.1
115.63,82.41,Drake-Gods_Plan,59.95,2.64,Federalists,216,0.04
116.31,78,Mozart-Die_Zauberflote,60.46,25.07,Know_It_Alls,370,0.03
119.62,75.85,Other,64.02,0.14,Know_Nothings,611,0.1
115.48,77.22,Drake-Gods_Plan,59.69,1.61,Federalists,416,0.13
118.06,79.11,ACDC-ThunderStruck,61.09,2.29,Federalists,304,0.02
119.99,78.29,ACDC-ThunderStruck,56.91,0.55,Federalists,337,0.05
118.15,81.64,Other,60.28,1.73,Know_Nothings,474,0.01
120.59,88.17,Other,64.19,0.93,Know_Nothings,273,0.01
114.65,77.94,Other,58.09,3.96,Know_Nothings,209,0.02
115.42,80.7,Ed_Sheeran-Perfect,59.52,7.39,Know_Somethings,262,0.19
119.31,76.16,Camila_Cabello-Havana,65.09,0.57,Federalists,325,0.04
124.35,80.86,Camila_Cabello-Havana,65.79,4.6,Know_Nothings,466,0.17
116.86,86.89,Ed_Sheeran-Perfect,61.28,2.6,Federalists,324,0.08
120.2,77.48,Drake-Gods_Plan,62.46,0.79,Federalists,154,0
118.44,78.93,Camila_Cabello-Havana,59.3,5.77,Know_Somethings,372,0.13
125.76,77.32,Other,61.04,4.82,Know_Nothings,447,0.04
120.12,80.79,Drake-Gods_Plan,60.6,11.86,Know_It_Alls,466,0.02
121.89,77.69,Camila_Cabello-Havana,64.09,11.81,Know_It_Alls,378,0.1
119.12,76.34,ACDC-ThunderStruck,60.77,7.47,Federalists,295,0.12
125.13,75.93,Ed_Sheeran-Perfect,60.12,9.38,Know_It_Alls,432,0.05
115.99,79.29,Camila_Cabello-Havana,60.33,17.78,Know_It_Alls,199,0.06
117.07,82.15,Ed_Sheeran-Perfect,60.06,1.78,Federalists,244,0.07
122.92,82.64,Drake-Gods_Plan,60.86,3.47,Know_Nothings,384,0.07
118.71,91.14,Rage_Against_The_Machine-Testify,60.36,4.13,Know_Somethings,415,0.04
116.27,77.67,ACDC-ThunderStruck,60.45,9.37,Federalists,396,0.19
120.79,80.49,Drake-Gods_Plan,62.03,5.34,Know_Somethings,312,0.02
117.47,79.14,Drake-Gods_Plan,60.37,6.11,Know_Somethings,338,0.01
119.68,75.16,Camila_Cabello-Havana,61.06,19.01,Know_It_Alls,303,0.01
128.92,79.49,Drake-Gods_Plan,66.76,7.66,Know_Nothings,408,0.05
119.49,77.7,ACDC-ThunderStruck,56.4,8.1,Federalists,255,0.11
121.23,76.78,Drake-Gods_Plan,63.41,23.69,Know_Nothings,403,0.03
116.07,82.29,Ed_Sheeran-Perfect,58.34,4.21,Know_Somethings,199,0.05
116.85,78.94,Camila_Cabello-Havana,58.32,12.45,Know_It_Alls,275,0.07
120.36,89.14,Mozart-Die_Zauberflote,64.2,2.86,Know_It_Alls,416,0.03
117.25,80.38,ACDC-ThunderStruck,59.94,5.35,Federalists,120,0
124.17,79.77,Drake-Gods_Plan,61.89,1.8,Federalists,344,0.06
116.87,79.18,Camila_Cabello-Havana,58.82,11.09,Know_It_Alls,470,0.03
115.88,77.66,Drake-Gods_Plan,61.47,5.98,Know_It_Alls,236,0.04
117.38,79.27,Camila_Cabello-Havana,58.29,0.5,Federalists,288,0.04
121.02,84.24,Ed_Sheeran-Perfect,59.58,0.69,Federalists,197,0.05
