Player,height,weight,collage,born,birth_city,birth_state,Num_of_Seasons,Num_of_Pos,Avg_Age,Num_of_Tms,Avg_Games,Avg_GS,Avg_MP,Avg_PER,Avg_TS%,Avg_3PAr,Avg_FTr,Avg_ORB%,Avg_DRB%,Avg_TRB%,Avg_AST%,Avg_STL%,Avg_BLK%,Avg_TOV%,Avg_USG%,Avg_OWS,Avg_DWS,Avg_WS,Avg_WS/48,Avg_OBPM,Avg_DBPM,Avg_BMP,Avg_VORP,Avg_FG,Avg_FGA,Avg_FG%,Avg_3P,Avg_3PA,Avg_3P%,Avg_2P,Avg_2PA,Avg_2P%,Avg_eFG%,Avg_FT,Avg_FTA,Avg_FT%,Avg_ORB,Avg_DRB,Avg_TRB,Avg_AST,Avg_STL,Avg_BLK,Avg_TOV,Avg_PF,Avg_PTS
"Ennis Whatley",190,80,"University of Alabama",1962,Birmingham,Alabama,4,1,24.50,3,76.25,47.50,1591.00,12.90,0.52,0.02,0.31,2.98,7.32,5.12,33.72,2.60,0.32,25.05,15.77,0.47,1.57,2.05,0.07,-1.65,-0.92,-2.55,-0.20,191.75,405.00,0.48,0.25,4.75,0.03,191.50,400.25,0.48,0.48,98.00,129.25,0.77,44.25,103.50,147.75,404.00,84.00,9.75,157.00,157.25,481.75
"Eric Bledsoe",185,86,"University of Kentucky",1989,Birmingham,Alabama,6,1,24.33,2,63.00,42.50,1807.50,17.82,0.54,0.24,0.36,3.28,12.27,7.73,27.58,2.65,1.47,18.60,24.05,2.02,1.85,3.83,0.10,1.30,0.75,2.05,1.87,310.67,697.00,0.45,58.83,174.17,0.34,251.83,522.83,0.48,0.49,211.17,262.50,0.79,52.50,200.50,253.00,309.67,92.00,31.67,180.17,128.17,891.33
"Eric Fernsten",208,92,"University of San Francisco",1953,Oakland,California,1,1,22.00,3,24.67,,178.67,7.60,0.30,,0.29,5.97,16.13,10.77,7.33,0.87,2.03,,,0.10,0.27,0.33,0.00,-6.87,-0.17,-7.07,0.00,22.00,57.33,0.26,,,,22.00,57.33,0.26,0.26,17.33,24.67,0.70,16.67,30.00,46.67,12.67,4.67,9.33,,14.00,61.33
"Eric Gordon",193,97,"Indiana University",1988,Indianapolis,Indiana,8,1,24.13,4,60.38,50.50,2020.13,14.64,0.56,0.42,0.30,1.50,7.14,4.28,15.82,1.54,0.74,12.65,22.94,2.45,0.75,3.19,0.07,1.50,-2.25,-0.75,0.69,338.63,787.13,0.43,126.63,331.25,0.38,212.00,455.88,0.46,0.51,191.88,234.38,0.82,27.75,125.50,153.25,191.00,59.75,19.38,128.25,120.63,995.75
"Eric Leckner",211,120,"University of Wyoming",1966,Inglewood,California,6,1,24.63,6,60.38,6.63,786.13,9.41,0.53,0.00,0.41,7.84,21.70,14.77,5.35,0.74,1.59,18.16,16.23,-0.01,0.79,0.79,0.05,-4.50,-0.71,-5.18,-0.60,101.50,204.38,0.49,0.00,0.63,0.00,101.50,203.75,0.50,0.49,57.13,87.13,0.66,53.88,151.50,205.38,30.50,11.63,19.50,54.25,142.63,260.13
"Eric Maynor",190,79,"Virginia Commonwealth University",1987,Raeford,"North Carolina",4,3,24.20,6,43.40,0.40,631.80,9.36,0.45,0.30,0.19,2.15,8.33,5.24,27.68,1.43,0.48,19.80,17.97,0.03,0.46,0.49,0.01,-3.41,-2.51,-5.90,-0.49,71.80,183.30,0.37,17.30,50.40,0.33,54.50,132.90,0.39,0.43,24.90,34.90,0.68,10.30,44.60,54.90,123.80,17.70,3.40,46.30,47.00,185.80
"Eric Mobley",211,106,"University of Pittsburgh",1970,Bronx,"New York",2,1,24.75,3,31.00,8.50,484.75,9.40,0.50,0.01,0.54,8.78,17.20,12.88,4.38,0.92,2.52,17.15,12.92,0.00,0.43,0.42,0.03,-4.72,-0.20,-4.95,-0.20,56.50,102.00,0.49,1.00,1.50,0.67,55.50,100.50,0.49,0.49,25.00,54.75,0.47,40.75,67.50,108.25,16.25,9.00,18.75,31.00,59.25,139.00
"Eric Money",183,77,"University of Arizona",1955,Detroit,Michigan,6,3,22.30,4,55.70,,1435.50,12.79,0.52,0.00,0.20,3.21,5.29,4.23,22.51,1.76,0.35,20.66,22.17,0.98,0.86,1.79,0.04,-0.89,-2.07,-2.97,0.12,295.60,597.50,0.49,0.00,0.00,,295.60,597.50,0.49,0.49,98.60,132.30,0.77,43.90,72.10,116.00,220.80,66.40,8.50,157.43,149.60,689.80
"Eric Montross",213,122,"University of North Carolina",1971,Indianapolis,Indiana,7,1,26.46,7,45.69,32.00,870.38,8.22,0.45,0.00,0.28,9.99,21.22,15.50,4.11,0.92,2.76,16.64,12.31,-0.03,0.87,0.85,0.04,-4.63,0.78,-3.83,-0.30,88.46,184.23,0.45,0.00,0.23,0.00,88.46,184.00,0.45,0.45,25.23,55.77,0.36,76.92,152.08,229.00,22.38,12.31,30.15,40.77,130.69,202.15
"Eric Murdock",185,86,"Providence College",1968,Somerville,"New Jersey",6,1,27.00,5,63.00,28.75,1570.25,16.08,0.50,0.23,0.30,2.90,9.21,5.98,32.88,3.55,0.38,16.79,21.26,1.75,1.64,3.35,0.08,0.64,-0.58,0.06,1.29,249.63,570.88,0.42,40.50,118.75,0.33,209.13,452.13,0.45,0.46,135.00,171.63,0.76,42.50,123.75,166.25,326.50,113.00,8.38,129.13,128.13,674.75
"Eric Piatkowski",201,97,"University of Nebraska",1970,Steubenville,Ohio,11,2,29.00,3,66.64,22.64,1290.82,13.96,0.56,0.47,0.24,4.12,9.47,6.78,9.05,1.54,0.59,11.05,18.23,2.32,0.48,2.80,0.10,1.33,-1.91,-0.58,0.53,181.73,417.45,0.43,76.18,190.09,0.40,105.55,227.36,0.46,0.52,87.09,103.73,0.84,45.55,106.45,152.00,68.27,36.18,10.18,55.09,101.36,526.73
"Eric Riley",213,111,"University of Michigan",1970,Cleveland,Ohio,1,1,27.00,1,39.00,14.00,544.00,11.20,0.46,0.01,0.27,8.60,18.80,13.60,6.50,1.50,5.90,19.70,15.80,-0.40,0.70,0.30,0.03,-5.60,2.30,-3.30,-0.20,56.00,135.00,0.41,0.00,1.00,0.00,56.00,134.00,0.42,0.41,27.00,36.00,0.75,43.00,90.00,133.00,22.00,15.00,46.00,37.00,80.00,139.00
"Eric Snow",190,86,"Michigan State University",1973,Canton,Ohio,11,2,27.38,4,65.00,41.92,1796.62,11.39,0.49,0.06,0.37,1.99,8.39,5.18,29.17,2.25,0.40,20.68,14.82,1.47,1.94,3.42,0.07,-2.02,-0.48,-2.50,0.36,167.31,392.31,0.43,4.23,20.77,0.16,163.08,371.54,0.44,0.43,112.15,145.92,0.72,32.69,133.38,166.08,331.31,76.69,8.15,108.15,157.23,451.00
"Eric Washington",193,86,"University of Alabama",1974,Pearl,Mississippi,2,1,23.50,1,52.00,21.00,1150.00,9.55,0.50,0.40,0.17,4.30,7.40,5.85,7.90,1.75,1.45,13.30,15.85,0.20,-0.15,0.00,0.01,-1.35,-1.85,-3.15,-0.50,137.00,341.00,0.40,40.50,117.00,0.35,96.50,224.00,0.42,0.47,43.50,57.50,0.74,41.00,67.00,108.00,54.00,39.00,21.50,53.00,115.00,358.00
"Eric White",203,90,"Pepperdine University",1965,"San Francisco",California,1,1,23.00,3,25.33,0.00,290.67,-1.30,0.38,0.00,0.23,5.60,5.87,5.73,3.50,0.73,0.07,10.57,16.97,0.23,0.07,0.33,-0.11,-8.20,-3.17,-11.33,-0.20,41.33,80.00,0.35,0.00,0.00,,41.33,80.00,0.35,0.35,22.67,28.00,0.81,22.67,24.00,46.67,11.33,6.67,0.67,17.33,26.67,105.33
"Eric Williams",203,99,"Providence College",1972,Newark,"New Jersey",9,2,28.92,6,56.23,28.31,1409.31,11.70,0.51,0.18,0.51,4.58,11.09,7.78,9.98,1.81,0.43,12.65,17.98,1.15,0.98,2.15,0.07,-1.55,-0.82,-2.38,-0.11,166.62,402.69,0.41,20.69,65.46,0.31,145.92,337.23,0.43,0.44,150.23,203.69,0.74,60.77,132.23,193.00,85.69,49.38,8.77,69.69,142.08,504.15
"Erick Dampier",211,120,"Mississippi State University",1975,Jackson,Mississippi,14,1,28.29,4,67.93,54.21,1673.21,13.82,0.55,0.00,0.51,12.46,19.93,16.21,5.46,0.74,4.31,18.18,15.12,1.69,2.11,3.76,0.10,-1.73,1.79,0.06,0.97,193.79,386.71,0.52,0.14,1.14,0.17,193.64,385.57,0.52,0.52,122.29,194.86,0.61,190.36,298.64,489.00,56.71,22.93,98.50,100.21,198.93,510.00
"Erick Strickland",190,95,"University of Nebraska",1973,Opelika,Alabama,9,2,27.00,7,50.09,11.09,1001.73,12.32,0.49,0.34,0.27,2.45,12.66,7.58,19.58,2.39,0.27,15.26,20.13,0.38,0.93,1.29,0.06,-0.90,-0.48,-1.41,0.16,128.55,333.36,0.37,39.45,113.27,0.34,89.09,220.09,0.39,0.43,70.73,85.36,0.83,22.00,109.36,131.36,118.00,42.36,3.91,65.09,95.18,367.27
"Ernie Barrett",190,81,"Kansas State University",1929,Pratt,Kansas,2,1,25.00,1,65.50,,1046.00,7.95,0.38,,0.18,,,,,,,,,-0.30,0.65,0.35,0.00,,,,,133.50,362.00,0.35,,,,133.50,362.00,0.35,0.35,53.50,71.50,0.67,,,171.50,114.50,,,,150.00,320.50
"Ernie Beck",193,86,"University of Pennsylvania",1931,Philadelphia,Pennsylvania,5,1,26.00,1,69.20,,1310.00,10.94,0.43,,0.23,,,,,,,,,0.68,1.18,1.86,0.06,,,,,176.00,450.80,0.39,,,,176.00,450.80,0.39,0.39,85.40,112.60,0.75,,,223.60,124.00,,,,125.60,437.40
"Ernie DiGregorio",183,81,"Providence College",1951,"North Providence","Rhode Island",5,1,25.57,4,52.00,,1209.29,10.63,0.46,,0.17,1.39,6.53,4.00,28.29,1.21,0.09,29.40,20.47,-0.10,0.39,0.29,-0.01,-3.17,-2.90,-6.06,-0.87,193.71,465.86,0.42,,,,193.71,465.86,0.42,0.42,69.86,77.71,0.87,19.29,75.00,94.29,247.29,29.71,2.14,62.00,100.00,457.29
"Ernie Grunfeld",198,95,"University of Tennessee",1955,Satu-Mare,Romania,9,2,26.00,3,77.00,3.40,1435.11,12.44,0.52,0.04,0.28,4.32,11.51,7.86,14.70,1.77,0.57,13.90,17.59,1.26,1.51,2.77,0.09,-1.08,0.14,-0.92,0.44,229.44,480.89,0.47,4.71,14.00,0.26,225.78,470.00,0.47,0.48,106.78,138.67,0.77,57.33,144.33,201.67,157.67,52.44,14.89,89.00,167.89,569.33
"Ernie Vandeweghe",190,88,"Colgate University",1928,Montreal,Canada,2,2,23.50,1,59.00,,1626.00,17.70,0.50,,0.37,,,,,,,,,4.20,1.75,5.95,0.17,,,,,236.00,541.00,0.44,,,,236.00,541.00,0.44,0.44,155.50,202.00,0.77,,,303.00,154.00,,,,215.00,627.50
"Ersan Ilyasova",208,106,,1987,Eskisehir,Turkey,9,1,26.14,7,54.64,33.79,1349.00,14.64,0.53,0.37,0.22,7.72,19.17,13.36,7.52,1.54,1.19,10.04,19.99,1.73,1.58,3.30,0.11,-0.21,-0.57,-0.80,0.64,226.86,516.93,0.43,64.57,177.07,0.36,162.29,339.86,0.49,0.49,90.29,117.86,0.76,98.21,223.71,321.93,65.79,38.79,20.21,58.29,137.36,608.57
"Ervin Johnson",188,92,"University of Nebraska",1966,Brooklyn,"New York",10,1,31.50,4,73.60,42.60,1621.80,11.75,0.53,0.00,0.40,11.58,22.81,17.29,3.29,1.44,4.71,18.42,10.36,1.29,2.37,3.63,0.11,-2.60,2.52,-0.08,0.91,131.40,257.90,0.50,0.10,0.90,0.06,131.30,257.00,0.50,0.50,63.90,106.00,0.60,158.10,331.20,489.30,37.20,45.30,105.00,67.70,227.60,326.80
"Erwin Mueller",203,104,"University of San Francisco",1944,,,6,3,24.25,5,52.83,,1246.42,10.97,0.46,,0.38,,,10.15,12.79,,,,,0.30,1.03,1.36,0.03,,,,,162.50,375.08,0.42,,,,162.50,375.08,0.42,0.42,87.00,138.50,0.59,,,267.08,115.92,,,,115.33,412.00
"Etan Thomas",206,116,"Syracuse University",1978,Harlem,"New York",6,2,25.50,1,57.83,11.00,1062.50,15.02,0.55,0.00,0.56,11.42,21.35,16.27,2.98,1.00,4.40,14.87,16.10,1.22,1.18,2.37,0.11,-2.68,-0.10,-2.78,-0.05,136.17,263.17,0.52,0.00,0.00,,136.17,263.17,0.52,0.52,86.67,145.00,0.59,104.67,191.00,295.67,23.33,20.00,64.83,57.33,134.00,359.00
"Eugene Jeter",180,79,"University of Portland",1983,"Los Angeles",California,1,1,27.00,1,62.00,1.00,858.00,11.10,0.46,0.12,0.16,1.20,8.30,4.60,28.40,1.70,0.20,15.50,16.50,0.20,0.50,0.70,0.04,-3.00,-2.40,-5.40,-0.70,106.00,259.00,0.41,6.00,30.00,0.20,100.00,229.00,0.44,0.42,37.00,41.00,0.90,9.00,61.00,70.00,162.00,29.00,2.00,51.00,54.00,255.00
"Evan Eschmeyer",211,115,"Northwestern University",1975,"New Knoxville",Ohio,1,1,25.00,1,74.00,51.00,1331.00,10.80,0.51,0.00,0.51,11.30,20.50,15.80,4.70,1.60,3.30,17.80,10.10,1.10,1.50,2.50,0.09,-2.90,1.70,-1.20,0.30,92.00,200.00,0.46,0.00,0.00,,92.00,200.00,0.46,0.46,67.00,102.00,0.66,135.00,231.00,366.00,40.00,41.00,58.00,53.00,220.00,251.00
"Evan Fournier",201,92,,1992,Saint-Maurice,France,4,2,22.50,2,70.25,43.25,1991.00,12.80,0.56,0.41,0.26,1.95,9.38,5.62,12.68,1.42,0.15,12.23,20.75,1.95,1.05,3.00,0.07,0.55,-1.90,-1.30,0.45,329.50,744.50,0.44,114.50,303.00,0.38,215.00,441.50,0.48,0.52,155.50,196.25,0.78,34.75,162.50,197.25,161.75,59.00,3.75,114.00,172.25,929.00
"Evan Turner",201,99,"Ohio State University",1988,Chicago,Illinois,7,2,25.00,5,68.33,34.33,1945.00,12.07,0.49,0.14,0.22,2.34,17.02,9.61,19.58,1.41,0.62,14.87,20.22,-0.17,2.08,1.92,0.05,-2.61,0.27,-2.37,-0.13,299.44,696.11,0.43,29.67,98.22,0.31,269.78,597.89,0.45,0.45,121.44,154.22,0.78,41.67,300.11,341.78,247.78,56.67,15.11,135.22,142.44,750.00
"Fabricio Oberto",208,111,,1975,"Las Varillas",Argentina,4,2,32.50,2,68.00,32.00,1084.00,10.50,0.61,0.00,0.26,10.17,16.50,13.38,10.22,0.92,1.12,23.10,10.50,1.45,1.65,3.12,0.12,-1.52,1.88,0.30,0.80,108.50,184.25,0.60,0.00,0.50,0.00,108.50,183.75,0.60,0.60,25.75,41.00,0.65,95.75,165.50,261.25,68.25,20.00,16.00,48.50,158.00,242.75
"Fat Lever",190,77,"Arizona State University",1960,"Pine Bluff",Arkansas,10,2,26.80,3,74.80,59.90,2372.80,17.29,0.49,0.06,0.24,6.06,13.84,9.74,25.59,3.23,0.53,12.41,19.47,2.96,3.16,6.12,0.12,1.47,1.69,3.16,3.36,423.50,948.10,0.44,16.20,52.00,0.30,407.30,896.10,0.45,0.45,177.20,229.80,0.76,143.90,306.90,450.80,468.40,166.00,20.60,146.10,179.80,1040.40
"Fatty Taylor",183,79,"La Salle University",1946,Washington,"District of Columbia",1,1,30.00,1,79.00,,1548.00,11.10,0.44,,0.21,6.10,7.80,7.00,22.60,3.70,0.30,,,-0.30,2.50,2.10,0.07,-2.00,2.30,0.30,0.90,132.00,314.00,0.42,,,,132.00,314.00,0.42,0.42,37.00,65.00,0.57,90.00,121.00,211.00,288.00,132.00,9.00,,202.00,301.00
"Felipe Lopez",196,90,"St. John's University",1974,"Santo Domingo","Dominican Republic",4,3,25.67,4,53.17,21.33,951.67,11.63,0.49,0.12,0.34,5.78,11.57,8.63,10.45,2.07,1.18,14.52,18.68,0.33,0.50,0.82,0.04,-1.78,-0.72,-2.48,-0.10,126.83,292.00,0.43,11.17,33.17,0.33,115.67,258.83,0.44,0.45,68.17,101.83,0.66,44.50,95.17,139.67,59.83,37.17,15.33,56.17,101.17,333.00
"Felton Spencer",213,120,"University of Louisville",1968,Louisville,Kentucky,8,1,27.00,5,61.10,46.10,1318.70,11.15,0.58,0.00,0.52,13.99,18.74,16.38,3.10,0.93,2.68,19.89,12.93,0.77,1.32,2.13,0.08,-2.19,0.00,-2.20,-0.23,128.50,263.80,0.53,0.00,0.10,0.00,128.50,263.70,0.53,0.53,99.60,151.60,0.65,140.50,227.70,368.20,22.70,26.20,55.60,71.40,222.10,356.60
"Festus Ezeli",211,115,"Vanderbilt University",1989,"Benin City",Nigeria,3,1,24.67,1,56.67,20.33,798.00,14.40,0.54,0.00,0.54,13.70,19.33,16.67,3.67,0.93,5.40,16.93,15.53,0.73,1.23,1.97,0.13,-2.83,1.73,-1.10,0.20,91.67,178.67,0.51,0.00,0.00,,91.67,178.67,0.51,0.51,54.00,97.00,0.56,97.33,144.33,241.67,21.00,16.00,55.33,44.33,109.33,237.33
"Flynn Robinson",185,83,"University of Wyoming",1941,Elgin,Illinois,7,2,28.00,6,53.54,,1297.00,16.91,0.50,,0.32,,,5.12,20.68,,,,,2.32,1.10,3.40,0.10,,,,,305.92,678.62,0.44,,,,305.92,678.62,0.44,0.44,179.15,212.46,0.80,,,148.77,169.00,,,,137.15,791.00
"Foots Walker",183,83,"State University of West Georgia",1951,Southampton,"New York",9,1,27.00,2,69.33,32.00,1628.67,13.70,0.50,0.04,0.44,3.29,8.99,6.08,26.02,3.08,0.28,21.63,12.82,1.43,2.00,3.40,0.10,-0.23,0.93,0.71,1.19,167.33,383.00,0.43,2.00,9.75,0.21,166.44,378.67,0.44,0.44,121.00,159.22,0.76,50.11,133.78,183.89,336.67,108.00,8.89,126.83,153.00,456.56
"Francisco Elson",213,106,"University of California",1976,Rotterdam,Netherlands,7,1,30.33,6,57.56,17.11,882.00,9.07,0.49,0.01,0.23,7.84,18.80,13.34,5.36,1.51,2.46,17.07,13.94,-0.01,1.30,1.31,0.05,-4.50,1.49,-3.02,0.00,90.11,192.78,0.46,0.33,1.89,0.11,89.78,190.89,0.46,0.46,33.00,46.89,0.71,60.11,142.44,202.56,31.22,26.78,30.44,44.44,121.00,213.56
"Francisco Garcia",201,88,"University of Louisville",1981,"Santo Domingo","Dominican Republic",9,3,28.55,3,53.91,14.27,1152.91,11.89,0.54,0.49,0.17,2.21,10.65,6.41,9.64,1.88,2.54,11.08,16.08,0.91,0.85,1.80,0.07,-0.42,0.05,-0.35,0.50,151.36,354.18,0.42,58.00,160.09,0.36,93.36,194.09,0.48,0.51,57.36,71.36,0.80,25.73,108.27,134.00,72.27,43.45,38.27,51.55,117.91,418.09
"Frank Brickowski",206,108,"Pennsylvania State University",1959,Bayville,"New York",10,4,30.50,6,56.36,31.86,1306.64,13.24,0.56,0.04,0.39,7.43,16.72,12.02,11.58,1.99,0.99,17.64,19.38,1.04,1.35,2.39,0.08,-1.17,0.21,-0.97,0.54,231.57,448.93,0.50,3.71,12.43,0.18,227.86,436.50,0.51,0.51,122.71,165.07,0.74,79.86,194.57,274.43,113.36,52.00,21.93,110.21,181.57,589.57
"Frank Johnson",185,83,"Wake Forest University",1958,Weirsdale,Florida,8,1,28.25,3,70.50,24.75,1512.00,12.48,0.50,0.05,0.29,2.92,6.35,4.65,26.12,2.25,0.16,17.74,19.39,0.39,1.65,2.03,0.06,-1.48,-0.95,-2.41,-0.08,227.38,518.88,0.44,6.63,29.88,0.20,220.75,489.00,0.45,0.45,114.63,150.00,0.77,36.50,84.38,120.88,292.75,67.25,4.38,124.25,131.88,576.00
"Frank Kudelka",188,87,"Saint Mary's College of California",1925,,,2,3,26.75,3,34.25,,679.25,10.45,0.38,,0.37,,,,,,,,,-0.15,0.37,0.23,-0.01,,,,,80.50,250.00,0.31,,,,80.50,250.00,0.31,0.31,71.50,98.50,0.68,,,112.75,80.75,,,,109.50,232.50
"Frank Oleynick",188,83,"Seattle University",1955,Bridgeport,Connecticut,2,2,20.50,1,51.00,,583.00,10.25,0.42,,0.24,2.00,6.20,4.05,13.95,1.25,0.45,,,-0.35,0.30,-0.05,-0.01,-4.20,-3.00,-7.20,-0.80,104.00,269.50,0.38,,,,104.00,269.50,0.38,0.38,46.00,65.00,0.71,11.50,33.50,45.00,56.50,17.00,5.00,,55.00,254.00
"Frank Ramsey*",190,86,"University of Kentucky",1931,Corydon,Kentucky,9,2,27.89,1,69.22,,1703.33,15.42,0.48,,0.43,,,,,,,,,2.64,2.83,5.46,0.15,,,,,327.67,820.22,0.40,,,,327.67,820.22,0.40,0.40,275.56,342.56,0.80,,,378.89,126.00,,,,239.78,930.89
"Frank Selvy",190,81,"Furman University",1932,Corbin,Kentucky,8,2,26.83,6,54.00,,1349.83,10.79,0.43,,0.42,,,,,,,,,0.70,1.03,1.73,0.03,,,,,200.33,512.08,0.36,,,,200.33,512.08,0.36,0.36,151.92,209.67,0.70,,,192.25,140.83,,,,112.33,552.58
"Frank Williams",193,86,"Portland State University",1956,"Los Angeles",California,1,1,23.00,1,56.00,3.00,714.00,10.70,0.48,0.29,0.23,1.30,7.20,4.30,27.70,1.90,0.60,21.60,19.00,-0.10,0.50,0.30,0.02,-2.40,-2.20,-4.60,-0.50,80.00,208.00,0.38,18.00,60.00,0.30,62.00,148.00,0.42,0.43,41.00,48.00,0.85,8.00,45.00,53.00,121.00,25.00,6.00,63.00,58.00,219.00
"Frankie Brian",185,81,"Louisiana State University",1923,Zachary,Louisiana,5,2,30.00,1,61.20,,1523.20,13.54,0.44,,0.43,,,,,,,,,1.92,1.16,3.04,0.09,,,,,206.80,581.80,0.35,,,,206.80,581.80,0.35,0.35,205.80,251.00,0.81,,,131.80,136.60,,,,144.00,619.40
"Frankie Sanders",198,90,"Southern University and A&M College",1957,Dayton,Ohio,1,1,22.00,3,30.67,,319.33,14.03,0.48,,0.28,8.20,16.40,12.43,14.53,1.90,0.63,16.53,26.60,-0.07,0.37,0.27,0.04,-2.23,-1.37,-3.60,-0.13,70.00,164.00,0.43,,,,70.00,164.00,0.43,0.43,36.00,45.33,0.80,23.33,50.00,73.33,34.67,14.00,4.00,36.67,46.00,176.00
"Franklin Edwards",185,77,"Cleveland State University",1959,"New York","New York",3,1,24.33,2,71.33,7.33,1137.00,11.93,0.48,0.01,0.24,1.97,5.87,3.93,22.87,2.70,0.27,16.90,19.77,0.27,1.00,1.20,0.05,-2.30,-1.40,-3.70,-0.40,191.33,427.00,0.44,0.33,6.00,0.04,191.00,421.00,0.44,0.44,84.00,104.00,0.78,19.67,57.00,76.67,190.00,67.00,5.00,97.67,94.67,467.00
"Fred Brown",190,82,"University of Iowa",1948,Milwaukee,Wisconsin,12,2,29.50,1,77.50,1.33,2005.25,17.72,0.52,0.07,0.17,2.98,7.37,5.27,20.49,2.36,0.42,11.56,24.06,3.32,2.03,5.34,0.13,1.82,-1.16,0.66,1.51,495.58,1032.33,0.48,22.00,59.00,0.37,486.42,1007.75,0.49,0.49,156.17,181.83,0.86,61.91,145.55,216.67,258.33,104.45,15.09,120.00,157.75,1156.50
"Fred Carter",190,83,"Mount St. Mary's University",1945,Philadelphia,Pennsylvania,8,2,27.83,4,62.58,,1804.58,12.24,0.43,,0.24,3.92,6.92,6.58,16.38,1.65,0.35,,,0.17,1.24,1.42,0.01,-0.82,-1.73,-2.55,0.33,381.00,894.75,0.40,,,,381.00,894.75,0.40,0.40,140.58,205.17,0.65,63.00,144.33,235.33,204.83,68.33,12.33,,175.58,902.58
"Fred Foster",196,95,"Miami University",1946,Springfield,Ohio,7,1,25.67,6,59.44,,1058.67,9.82,0.44,,0.24,5.47,7.43,7.01,8.72,1.10,0.20,,,-0.23,0.66,0.41,0.00,-2.90,-2.53,-5.43,-0.70,197.22,475.78,0.40,,,,197.22,475.78,0.40,0.40,80.11,110.00,0.68,44.00,54.00,151.67,69.56,19.00,2.67,,119.33,474.56
"Fred Hetzel",203,99,"Davidson College",1942,Washington,"District of Columbia",6,2,25.63,6,62.50,,1395.13,14.45,0.49,,0.31,,,10.90,6.96,,,,,1.21,1.34,2.55,0.09,,,,,280.63,661.63,0.43,,,,280.63,661.63,0.43,0.43,172.38,209.88,0.81,,,382.13,71.75,,,,174.25,733.63
"Fred Hilton",190,83,"Grambling State University",1948,,,2,1,24.50,1,60.00,,1040.00,11.30,0.41,,0.13,,,5.95,14.75,,,,,-1.95,0.25,-1.75,-0.08,,,,,250.00,644.50,0.39,,,,250.00,644.50,0.39,0.39,65.50,87.50,0.76,,,127.00,95.00,,,,122.50,565.50
"Fred Hoiberg",193,92,"Iowa State University",1972,Lincoln,Nebraska,8,1,28.25,3,64.25,7.50,1225.75,13.51,0.56,0.40,0.35,1.80,15.01,8.45,13.27,2.35,0.46,10.28,13.59,2.15,1.29,3.42,0.13,0.23,0.43,0.62,0.89,118.13,273.38,0.42,46.38,116.13,0.37,71.75,157.25,0.45,0.50,79.00,92.63,0.85,17.13,160.13,177.25,104.25,52.75,7.25,35.25,95.00,361.63
"Fred Jones",193,95,"University of Oregon",1979,Malvern,Arkansas,6,2,26.63,6,59.25,11.13,1437.88,10.95,0.52,0.36,0.32,1.82,8.80,5.29,15.50,1.83,0.84,14.32,15.95,0.99,1.23,2.20,0.07,-1.01,-0.25,-1.24,0.37,152.50,373.50,0.40,47.88,137.50,0.33,104.63,236.00,0.44,0.46,96.50,118.88,0.81,22.00,111.00,133.00,136.63,47.25,16.25,71.50,117.38,449.38
"Fred LaCour",196,95,"University of San Francisco",1938,,,2,2,22.50,1,64.00,,1114.50,12.50,0.47,,0.26,,,,,,,,,0.90,0.85,1.70,0.08,,,,,176.50,415.50,0.42,,,,176.50,415.50,0.42,0.42,84.50,107.00,0.78,,,225.00,125.00,,,,120.50,437.50
"Fred Roberts",208,98,"Brigham Young University",1960,Provo,Utah,9,2,27.09,5,69.82,22.91,1348.36,12.54,0.57,0.02,0.41,6.45,11.05,8.79,9.44,1.30,1.11,15.63,17.81,1.45,1.05,2.52,0.09,-1.07,-0.50,-1.56,0.23,209.91,414.82,0.50,3.91,11.91,0.37,206.00,402.91,0.51,0.51,129.82,161.91,0.80,77.09,134.09,211.18,91.18,37.27,23.73,88.09,144.45,553.55
"Fred Saunders",201,95,"Syracuse University",1951,Columbus,Ohio,3,1,25.20,4,49.80,,679.20,9.78,0.45,,0.17,6.38,12.66,9.56,10.06,1.46,0.84,14.67,17.57,0.00,0.70,0.70,0.04,-3.00,-0.52,-3.56,-0.18,111.60,253.80,0.43,,,,111.60,253.80,0.43,0.43,30.60,44.00,0.71,46.20,93.40,139.60,51.40,21.80,10.00,28.00,110.80,253.80
"Fred Schaus",196,92,"West Virginia University",1925,Newark,Ohio,3,2,27.40,3,53.00,,1630.40,14.84,0.47,,0.51,,,,,,,,,2.22,1.44,3.64,0.12,,,,,168.60,465.40,0.37,,,,168.60,465.40,0.37,0.37,171.80,211.60,0.80,,,276.20,142.00,,,,166.80,509.00
"Fred Scolari",178,81,"University of San Francisco",1922,"San Francisco",California,4,1,30.33,4,51.83,,1449.33,12.65,0.42,,0.38,,,,,,,,,1.03,0.67,1.73,0.05,,,,,179.83,537.50,0.34,,,,179.83,537.50,0.34,0.34,181.33,217.67,0.82,,,141.33,165.50,,,,144.67,541.00
"Fred Taylor",196,81,"University of Texas-Pan American",1948,Houston,Texas,2,1,22.75,3,30.50,,279.50,5.72,0.34,,0.35,,,9.25,10.30,,,,,-0.60,0.25,-0.35,-0.11,,,,,45.50,129.50,0.31,,,,45.50,129.50,0.31,0.31,27.00,47.25,0.50,,,48.50,21.75,,,,48.25,118.00
